URL|Entropy|BagOfWords|ContainsIP|LengthURL|SpecialChars|SuspiciousStrings|NumberOfDigits|Popularity|Safebrowsing|Malicious
http://www.andoburg.com/concept/dropboxnew/dropbox/ea84dda3a57081e6ca7a84b4cf3fd5d5/|4.441314464396359|7|0|77|0|0|16|0|0|1
http://www.luzevarela.com/wp-admin/office365/office365/07ba2dcf89f4652b8029119273162813|4.710754932517598|7|0|80|0|0|31|0|1|1
https://karlwh.info/wp-content/themes/twentysixteen/inc/dat/attiinnddeexx.php|4.076958290043019|10|0|69|0|0|0|0|1|1
http://www.sianetstore.com.br/loja/aol.php|4.000432302535625|7|0|35|0|0|0|0|1|1
http://generalhelp.com.au/Etransfer/CAHQF74R/td/Validation/confirm.html|4.5900182662886335|9|0|64|0|0|2|0|1|1
http://generalhelp.com.au/Etransfer/CAHQF74R/td/Validation/login.php?cmd=login_submit&id=2103a796ed25eee2c478035eb83b98932103a796ed25eee2c478035eb83b9893&session=2103a796ed25eee2c478035eb83b98932103a796ed25eee2c478035eb83b9893|4.87984828490942|14|0|219|1|1|90|0|1|1
http://www.andoburg.com/concept/dropboxnew/dropbox/31cf4f0caa8206b51b1b4ac24b0e529b/|4.4802295607905105|7|0|77|0|0|18|0|0|1
http://www.laglobetravel.com/commbnk/c79dac32d01541a6efaaee49f8ea1157/|4.533856162078528|5|0|63|0|0|17|0|1|1
http://www.laglobetravel.com/commbnk/c79dac32d01541a6efaaee49f8ea1157/NetCode.htm|4.639442426880517|7|0|74|0|0|17|0|1|1
http://www.laglobetravel.com/commbnk/c79dac32d01541a6efaaee49f8ea1157/ComCode.htm|4.6108494822708765|7|0|74|0|0|17|0|1|1
http://confrim-recovery-page.cf/|3.8332696895151073|4|0|25|0|0|0|0|1|1
https://confrim-recovery-page.cf/question.html|4.293594289588577|6|0|38|0|0|0|0|1|1
https://confrim-recovery-page.cf/update-payment.html|4.211844050692272|7|0|44|0|0|0|0|1|1
http://ayambakartuak.id/ay/home_2/login.php?cmd=login_submit&id=f250352412f700fbd8f3ed37360dbc62f250352412f700fbd8f3ed37360dbc62&session=f250352412f700fbd8f3ed37360dbc62f250352412f700fbd8f3ed37360dbc62|4.673556470134729|10|0|194|1|1|85|0|1|1
http://www.luzevarela.com/wp-admin/office365/office365/66c91f89811325b76a0f8ea46de94d89/|4.632715052578015|7|0|81|0|0|28|0|1|1
http://www.luzevarela.com/wp-admin/office365/office365/0cf5a57198376b79a0438d5eafc66a96|4.565434271199594|7|0|80|0|0|27|0|1|1
http://accesd.verification-desj.com/cfd12d7a979557aeea1644faa1396708/login/|4.577974563101896|6|0|68|0|0|20|0|1|1
http://accesd.verification-desj.com/cfd12d7a979557aeea1644faa1396708/|4.472094448904121|5|0|62|0|0|20|0|1|1
https://www.safetyafrike.com/mood/978913f1b016db9fe72a4dcf841a98f4/|4.479355125303007|5|0|59|0|0|20|0|1|1
http://talarts.org/wp-admin/user/boa/security.php|4.2431587916718465|8|0|42|0|0|0|0|0|1
http://talarts.org/wp-admin/user/boa/|4.015061012203069|6|0|30|0|0|0|0|0|1
http://businesspageshop.businesspage.ecuaradionline.com/f9484de11eefb2cf6370bd09e8c283a3/|4.546338518093432|5|0|82|0|0|18|0|1|1
http://boa.vefire4d.beget.tech/login.php|4.025920165587641|6|0|33|0|0|1|0|1|1
http://boa.vefire4d.beget.tech/step2.php|3.9225895736416696|6|0|33|0|0|2|0|1|1
http://www.bloggingfornetworking.com/lmages/ca80732aecccbf40296c0616ca1f5819|4.6043150373314905|5|0|69|0|0|19|0|1|1
https://m4ng31nformationlimsnotice.my-w-z-lm-z-e.com/myaccount/|4.21790187930574|5|0|55|0|0|3|0|1|1
https://safetyafrike.com/mood/e175e0395a5fcceb980485ac37f043f1|4.357036697434505|4|0|54|0|0|20|0|1|1
http://test2.jessekanclerz.com/m4il/35ce974d40368c76c668d782df4749c0/|4.506638149711804|5|0|62|0|0|25|0|1|1
http://www.mobile.free.moncompte.servic0c.beget.tech/free.mobile.mon.compte.fr/cecd63984afe8c9919e9ca4f502c31c7|4.446787014756192|11|0|104|0|1|19|0|1|1
http://test2.jessekanclerz.com/m4il/8733a58498f8c830cadc1175dd7b04e0|4.584620387752154|5|0|61|0|0|23|0|1|1
http://www.fixleaks.com/dist/dxmbox/xmlprdot/8e767d3add14861bee0626a5d7003a17/|4.5858659583827475|7|0|71|0|0|21|0|1|1
http://www.mobile.free.moncompte.freemokx.beget.tech/freemobilemoncompte/83a2d375d055f3d49c7dddaa59962b90|4.559120198585124|9|0|98|0|1|20|0|1|1
http://www.mobile.free.moncompte.freemokx.beget.tech/freemobilemoncompte/016795857205de0110df2dcdbbe50e6d|4.411584049799553|9|0|98|0|1|20|0|1|1
http://ieas.org.gr/modules/mod_breadcrumbs/tmpl/campolino/chines/70443987d746ed87a7484d4591d07c95?login=&.verify?service=mail&data:text/html;charset=utf-8;base64,PGh0bWw+DQo8c3R5bGU+IGJvZHkgeyBtYXJnaW46IDA7IG92ZXJmbG93OiBoaWRkZW47IH0gPC9zdHlsZT4NCiAgPGlmcmFt|5.6225378998769076|22|0|251|3|1|44|0|1|1
http://test2.jessekanclerz.com/m4il/34bb715438c1f4a53e1055b81c4e4600/|4.489777156847017|5|0|62|0|0|25|0|1|1
http://www.mobile.free.moncompte.freemokx.beget.tech/freemobilemoncompte/ee56dd05653c8dbb737fa261cb7e2cd5/|4.43130882783108|9|0|99|0|1|17|0|1|1
http://mrdangola.com/.t67u83jne/uye02iuio0junzuwdnawu6dc.php?rand=13InboxLightaspxn.1774256418&fid.4.1252899642&fid=1&fav.1&rand.13InboxLight.aspxn.1774256418&fid.1252899642&fid.1&fav.1&email=&.rand=13InboxLight.aspx?n=1774256418&fid=4|5.041884500936306|15|0|228|1|0|70|0|1|1
http://www.mobile.free.moncompte.servic0c.beget.tech/free.mobile.mon.compte.fr/43363ed68ecbeab491122a435a742930|4.533654301259619|11|0|104|0|1|23|0|1|1
http://www.balancelouisville.com/symbol/workzone/dropboxnew/dropbox/4d7490d76e6cc5c5c9f3aae235fcdf61|4.712238554330876|8|0|93|0|0|17|0|1|1
http://www.mobile.free.moncompte.freemokx.beget.tech/freemobilemoncompte/d1fe2b77216c2cf6d4523ec1c5b00253|4.421688836629202|9|0|98|0|1|20|0|1|1
https://manadajid.net/timing/98d3077829aab185317ce3c78d0cef66660c44fbe3cae89c1d3d62dc0a96b8250d872abd3175f98efbefe901dacf5bfb|4.342844502736743|4|0|117|0|0|53|0|0|1
http://www.briansenglish.com/microsoft/f40d98121db69e7e234bc9019580cb99/|4.675462043464845|5|0|65|0|0|22|0|1|1
http://app-1522273155.000webhostapp.com/new_now/site/index.html|4.543176573495619|8|0|56|0|0|13|0|0|1
http://guevseh.com/disc/Validation/login.php?cmd=login_submit|4.3558342610220855|8|0|54|0|1|0|0|1|1
http://guevseh.com/disc/Validation/billing.php?cmd=login_submit&id=cc7325f955e4a4598036b3bd65740a4ecc7325f955e4a4598036b3bd65740a4e&session=cc7325f955e4a4598036b3bd65740a4ecc7325f955e4a4598036b3bd65740a4e|4.682646644633377|11|0|197|1|1|88|0|1|1
http://guevseh.com/disc/Validation/verify.php?cmd=login_submit&id=c019e7a924f679cf54ac755c2ced633ec019e7a924f679cf54ac755c2ced633e&session=c019e7a924f679cf54ac755c2ced633ec019e7a924f679cf54ac755c2ced633e|4.658697058451392|11|0|196|1|1|76|0|1|1
https://jeanlain.bid/x/index.php|3.605388542207534|4|0|24|0|1|0|0|1|1
http://testhostingsubdomain.oceanimagine.com/Wp-win/wp-bin/pro/enterprise.php?check&nocache=page2&alt.done=rem&docs&=gifpdf&1K3aUHkm5Zppi2Ne5T|4.782045972664118|18|0|135|1|0|6|0|1|1
http://enigman4140.000webhostapp.com/2/mail.yahoo/T/Y1.html|4.378230343099488|7|0|52|0|0|9|0|1|1
http://qbzpiiiptmavncfdoqnc.ahdaaf.org/RL/xx.php?REDACTED|4.653660689688186|7|0|50|0|0|0|0|1|1
http://www.allprotected.com.br/wa_js/Mobile/fisicaPF.php|4.348605762129336|8|0|49|0|0|0|0|1|1
http://www.allprotected.com.br/wa_js/Mobile/ita2.php?number=|4.4441638504630525|9|0|53|0|0|1|0|1|1
http://www.allprotected.com.br/wa_js/Mobile/ita3.php?number=|4.4441638504630525|9|0|53|0|0|1|0|1|1
http://www.allprotected.com.br/wa_js/Mobile/ita4.php?number=|4.4441638504630525|9|0|53|0|0|1|0|1|1
https://www.vakantieverhuur.be/pages/static/static/wf/netw/09ddea7489073f389f3055c6a410b234/|4.6487283227206895|8|0|84|0|0|23|0|0|1
https://www.vakantieverhuur.be/pages/static/static/wf/netw/09ddea7489073f389f3055c6a410b234/identity.php|4.699882064975797|10|0|96|0|0|23|0|0|1
http://stepup-it-services.co.za/Microsoft/Outlook/home/indexa.php?P=_93894574342hdfjsixaoweue5_j1489738549283781331983743fncn_Product-UserID&ub=|5.15550359823936|13|0|137|1|0|37|0|1|1
http://www.mobile.free.moncompte.servic0c.beget.tech/free.mobile.mon.compte.fr/ac12bb5e52328b2da62d20607729e87d/|4.509511738194356|11|0|105|0|1|22|0|1|1
https://fifththirdbanking.securenet.anchorsd.com/home/57b5e1cb970d4cac2be12d622136bfaf/index.php?onlinebanking.53.com/ib/?device_id=7fc44b51-eea7-4786-b13e-5c959f70815c|4.884693535221617|17|0|160|0|0|40|0|1|1
https://fifththirdbanking.securenet.anchorsd.com/home/57b5e1cb970d4cac2be12d622136bfaf/information.php|4.634888528634105|8|0|94|0|0|17|0|1|1
https://donricardo.net/components/com_finder/models/netfliix-bell/netfliix/index.php|4.110826981536855|9|0|76|0|0|0|0|1|1
https://donricardo.net/components/com_finder/models/netfliix-bell/netfliix/confirm.php|4.120930983681006|9|0|78|0|0|0|0|1|1
https://donricardo.net/components/com_finder/models/netfliix-bell/netfliix/bill.php|4.130153019334759|9|0|75|0|0|0|0|1|1
https://donricardo.net/components/com_finder/models/netfliix-bell/netfliix/vbv.php|4.220042934452715|9|0|74|0|0|0|0|1|1
http://flu-teknoloji.com/drop/Drop/Fresh/index.html|4.325924732707133|7|0|44|0|0|0|0|1|1
http://bloggingfornetworking.com/lmages/b411945a63b6bcf3b4d07295d8960b62|4.677997382486082|4|0|65|0|0|22|0|1|1
http://bloggingfornetworking.com/lmages/f27638c7830cabfe1522cbc40b882432|4.547775944844389|4|0|65|0|0|21|0|1|1
http://mediatradeco.com/dino/melaye/20182017dropboxxe7b2c1f20ba873dc9d5303b83bfd6d2019/|4.4930172839039315|5|0|80|0|0|28|0|0|1
http://www.fixleaks.com/dist/dxmbox/xmlprdot/b601a53a7c75b3dc211e466f9f2b6ea5|4.6715815881262825|7|0|70|0|0|19|0|1|1
https://safetyafrike.com/mood/846b07751bbfbc389d323a98462f2fd4/|4.515018977311121|4|0|55|0|0|21|0|1|1
http://www.fixleaks.com/dist/dxmbox/xmlprdot/6bae60bbf37e850d3b069f15a667b7f7|4.562872438491471|7|0|70|0|0|19|0|1|1
http://www.mobile.free.moncompte.freemokx.beget.tech/freemobilemoncompte/a0e1e7a4a0846833595b668cb0079ce6|4.473827575004758|9|0|98|0|1|22|0|1|1
http://test2.jessekanclerz.com/m4il/174e550791f628ec746e9682f62eaa0b/|4.52630397146783|5|0|62|0|0|24|0|1|1
http://www.mobile.free.moncompte.servic0c.beget.tech/free.mobile.mon.compte.fr/fa77756775d048226c04b126d88cabbb|4.520628993502577|11|0|104|0|1|22|0|1|1
http://test2.jessekanclerz.com/m4il/c2074026841765d77751b78d85a7d5ea|4.47917442864511|5|0|61|0|0|26|0|1|1
https://notificatiions-fb-2018.000webhostapp.com/recovery-chekpoint-login.html|4.485917839235576|9|0|70|0|0|7|0|0|1
https://notificatiions-fb-2018.000webhostapp.com/recovery-chekpoint-login-1.html?=10065877425?fb_source=bookmark_apps&ref=bookmarks&count=0&fb_bmpos=login_failed|4.897295527409289|17|0|153|1|0|20|0|0|1
https://notificatiions-fb-2018.000webhostapp.com/recovery-answer.html?=10065877425?fb_source=bookmark_apps&ref=bookmarks&count=0&fb_bmpos=login_failed|4.898257218616075|16|0|142|1|0|19|0|0|1
https://notificatiions-fb-2018.000webhostapp.com/Payment-update-0.html?fb_source=bookmark_apps&ref=bookmarks&count=0&fb_bmpos=login_failed|4.73375139432969|15|0|130|1|0|9|0|0|1
https://notificatiions-fb-2018.000webhostapp.com/Payment-update-01.html?fb_source=bookmark_apps&ref=bookmarks&count=0&fb_bmpos=login_failed|4.7470097616073765|16|0|131|1|0|10|0|0|1
http://www.lotto109.com/follow-up/f2effc84b8ee2d0ff0c68da648624272|4.335890829596055|6|0|59|0|0|21|0|1|1
http://test2.jessekanclerz.com/m4il/887e585b545a61021037d84348a02081|4.518623149244565|5|0|61|0|0|29|0|1|1
http://www.mobile.free.moncompte.freemokx.beget.tech/freemobilemoncompte/0d545863f6ed8f83bf8ab41a405d8293/|4.539620571671043|9|0|99|0|1|21|0|1|1
http://www.mobile.free.moncompte.freemokx.beget.tech/freemobilemoncompte/8284ad5b11cfb6adcaf0c7ca9c1adb9c/|4.468232592544598|9|0|99|0|1|13|0|1|1
http://www.mobile.free.moncompte.freemokx.beget.tech/freemobilemoncompte/db3bc26ef4b00a5f36f0f2b979160b90|4.447399764937313|9|0|98|0|1|19|0|1|1
http://ieas.org.gr/modules/mod_breadcrumbs/tmpl/campolino/chines/edb00472fbfc6ebfe4b6ac743e33ce56?login=&.verify?service=mail&data:text/html;charset=utf-8;base64,PGh0bWw+DQo8c3R5bGU+IGJvZHkgeyBtYXJnaW46IDA7IG92ZXJmbG93OiBoaWRkZW47IH0gPC9zdHlsZT4NCiAgPGlmcmFt|5.592571281064709|22|0|251|3|1|34|0|1|1
http://hitmanjazz.com/images/djcatalog/alibaba/ali|3.843960103136801|6|0|43|0|0|0|0|0|1
https://www.vakantieverhuur.be/pages/static/static/wf/netw/|3.95951854910304|7|0|51|0|0|0|0|1|1
https://www.vakantieverhuur.be/pages/static/static/wf/netw/3fc51cabc00cef1545827b9f78e3460a/identity.php|4.654585028042498|10|0|96|0|0|19|0|0|1
https://www.vakantieverhuur.be/pages/static/static/wf/netw/eb15584438063bbdcd0039c80c5b04dc/|4.536322376585003|8|0|84|0|0|20|0|0|1
https://www.vakantieverhuur.be/pages/static/static/wf/netw/eb15584438063bbdcd0039c80c5b04dc/identity.php|4.596420351735478|10|0|96|0|0|20|0|0|1
http://tvforumbd.com/BofA/step2.php|4.110577243331642|5|0|28|0|0|1|0|1|1
http://tvforumbd.com/BofA/login.php?cmd=login_submit&id=75479420c4ef752588241f1c95ac789b75479420c4ef752588241f1c95ac789b&session=75479420c4ef752588241f1c95ac789b75479420c4ef752588241f1c95ac789b|4.592468524292659|10|0|186|1|1|96|0|1|1
http://www.onlinefilesharec.com/us-en/OneDrive/OneDrive_/Drivefile/GGC.htm|4.279182109668347|10|0|67|0|0|0|0|1|1
http://www.onlinefilesharec.com/us-en/OneDrive/OneDrive_/Drivefile/verification.php|4.187449338623376|10|0|76|0|0|0|0|1|1
http://www.jumpintotheword.com/wp-includes/random_compat/chase/Chasebank/Validation/login.php?cmd=login_submit|4.535704597587349|13|0|103|0|1|0|0|1|1
http://www.jumpintotheword.com/wp-includes/random_compat/chase/Chasebank/Validation/step1.php?cmd=login_submit&id=c7ae1122b4fad6e7f77321c8240abb25c7ae1122b4fad6e7f77321c8240abb25&session=c7ae1122b4fad6e7f77321c8240abb25c7ae1122b4fad6e7f77321c8240abb25|4.842599587373821|16|0|244|1|1|77|0|1|1
https://officehome.000webhostapp.com/Office365/office/office/index.php.php|4.095224378235815|7|0|66|0|0|6|0|0|1
http://x.co/myfil|3.321928094887362|2|0|10|0|0|0|0|0|1
http://generalhelp.com.au/Etransfer/CAHQF74R/pcfinancial/Validation/next1.php|4.594996010998428|9|0|70|0|0|3|0|1|1
http://tannerexx.gq/annda/dropwork/|3.7264741182543757|4|0|28|0|0|0|0|1|1
https://fifththirdbanking.securenet.anchorsd.com/home/7b517580a1a65a49361230d3c55504ae/information.php|4.699335565763291|8|0|94|0|0|24|0|1|1
https://fifththirdbanking.securenet.anchorsd.com/home/7b517580a1a65a49361230d3c55504ae/index.php|4.743149590489583|8|0|88|0|0|24|0|1|1
http://barrainformativa.com/jjj/Chase_Online.html|4.216506042177471|5|0|42|0|0|0|0|1|1
http://www.ce-midi.fr/wp-includes/Text/dir/login/1aa2f1cefdfee03638938efe2ddab72f/|4.586705150548262|10|0|75|0|0|14|0|1|1
https://fifththirdbanking.securenet.anchorsd.com/|4.106717553029199|4|0|41|0|0|0|0|0|1
https://fifththirdbanking.securenet.anchorsd.com/home/68164e070ea4b2eeca0f134dcbd01fb4/information.php|4.581905018087869|8|0|94|0|0|17|0|1|1
http://olympic.sinohosting.net/~hivtest/download/w/w/new=season/bxb_logOnS=01022225/AUTH/|4.703070335283856|10|0|82|0|0|8|0|1|1
https://impufacil.com/wp/wp-content/themes/twentyseventeen/|3.951864440758664|6|0|51|0|0|0|0|0|1
http://ayambakartuak.id/ay/home_2/index.php|4.107017709595356|6|0|36|0|0|1|0|1|1
http://internexopichincha.comrdr.com/|3.739572261986723|3|0|30|0|0|0|0|0|1
http://accesd.verification-desj.com/fe3c19a5334d8908744ab29dd8bb8077/|4.5388962142279325|5|0|62|0|0|21|0|1|1
http://www.businesspage.ecuaradionline.com/77c8f8a6ca43d7c15bd362bb16c36674/|4.543114768831141|5|0|69|0|0|20|0|1|1
http://latinnexusgroup.com/wp-includes/pomo/AppleUK/|4.277871085594326|6|0|45|0|0|0|0|1|1
http://www.agreip.com.ar/CHASEBOA/verification/0B1B05MD1M93M026B13E/qes.php|4.910417252760521|9|0|68|0|0|12|0|1|1
http://www.agreip.com.ar/CHASEBOA/verification/0B1B05MD1M93M026B13E/card.php|4.854476268184242|9|0|69|0|0|12|0|1|1
http://www.agreip.com.ar/CHASEBOA/verification/0B1B05MD1M93M026B13E/index.php|4.9057295813486155|9|0|70|0|0|12|0|1|1
http://accesd.verification-desj.com/fe3c19a5334d8908744ab29dd8bb8077/login/|4.638882055014783|6|0|68|0|0|21|0|1|1
http://latinnexusgroup.com/wp-includes/pomo/AppleUK/f240a48ed7763e7a3b16250cf19ab400/|4.909014444038002|7|0|78|0|0|21|0|1|1
https://app-1522273155.000webhostapp.com/new_now/site/index.html|4.543176573495619|8|0|56|0|0|13|0|0|1
http://www.app-apple-id.com/|3.4992275417233567|5|0|21|0|0|0|0|1|1
http://businesspageshop.businesspage.ecuaradionline.com/7b7adf0f2b466d1461eae7dcc85b77d4/|4.4731677863861155|5|0|82|0|0|17|0|1|1
https://www.app-apple-id.com/|3.4992275417233567|5|0|21|0|0|0|0|1|1
http://www.agreip.com.ar/CHASEBOA/verification/ENA7C89C1E4C3116EB61/index.php?country.x=US-United+States&lang.x=en|5.147610972556981|15|0|107|1|0|11|0|1|1
http://www.agreip.com.ar/CHASEBOA/verification/ENA7C89C1E4C3116EB61/qes.php|4.8443845322359165|9|0|68|0|0|11|0|1|1
http://www.agreip.com.ar/CHASEBOA/verification/ENA7C89C1E4C3116EB61/card.php|4.789400543609271|9|0|69|0|0|11|0|1|1
http://www.discover.radioremanentecelestial.com/|3.874771821216347|4|0|41|0|0|0|0|1|1
http://www.discover.radioremanentecelestial.com/wrong.php|4.073269689515107|6|0|50|0|0|0|0|1|1
http://www.novacombrasilweb.com.br/l34n2kj3n4kj13n41n4n4jk3n5n1235908728735h1j2b34hb2314h2134gv2bbbbb23kj42j34n123kj423h4jb/suprise/zona/login/|4.535616310718156|8|0|136|0|0|52|0|1|1
https://seathrconstruction.000webhostapp.com/secured%20dropbox/site/index.html|4.337523331194082|8|0|70|1|0|5|0|1|1
http://www.ieas.org.gr/modules/mod_breadcrumbs/tmpl/campolino/chines/74df05f0fa6c9ee794a1b7d6c219ec3a/|4.725744657193279|10|0|95|0|0|17|0|1|1
https://www.safetyafrike.com/mood/8fcea3873b229424189a22867caef31e/|4.4147895081054385|5|0|59|0|0|21|0|1|1
http://businesspageshop.businesspage.ecuaradionline.com/b4a93aab14d6d85caa830c3cc27292db/|4.487560236771065|5|0|82|0|0|17|0|1|1
http://www.mobile.free.moncompte.freerovl.beget.tech/freemobilemoncompte/bbfa8e1c74587edd5bc0c079b8162a0e|4.435049319292713|9|0|98|0|1|17|0|1|1
http://ieas.org.gr/modules/mod_breadcrumbs/tmpl/campolino/chines/e7af736b331d6753108b74c7d6bf216a/?login=&.verify?service=mail&data:text/html;charset=utf-8;base64,PGh0bWw%20DQo8c3R5bGU%20IGJvZHkgeyBtYXJnaW46IDA7IG92ZXJmbG93OiBoaWRkZW47IH0gPC9zdHlsZT4NCiAgPGlmcmFt|5.653874744702542|22|0|256|4|1|44|0|1|1
http://ieas.org.gr/modules/mod_breadcrumbs/tmpl/campolino/chines/f5b9249fa93c4c3541957a13fb462a37/?login=&.verify?service=mail&data:text/html;charset=utf-8;base64,PGh0bWw%20DQo8c3R5bGU%20IGJvZHkgeyBtYXJnaW46IDA7IG92ZXJmbG93OiBoaWRkZW47IH0gPC9zdHlsZT4NCiAgPGlmcmFt|5.649738142613025|22|0|256|4|1|45|0|1|1
http://ieas.org.gr/modules/mod_breadcrumbs/tmpl/campolino/chines/a3a8a3ce7af38ad3a0f29d900a540292/?login=&.verify?service=mail&data:text/html;charset=utf-8;base64,PGh0bWw%20DQo8c3R5bGU%20IGJvZHkgeyBtYXJnaW46IDA7IG92ZXJmbG93OiBoaWRkZW47IH0gPC9zdHlsZT4NCiAgPGlmcmFt|5.598458169096651|22|0|256|4|1|42|0|1|1
http://ieas.org.gr/modules/mod_breadcrumbs/tmpl/campolino/chines/0a250636bed4f2221852881ed0bd0a86/?login=&.verify?service=mail&data:text/html;charset=utf-8;base64,PGh0bWw%20DQo8c3R5bGU%20IGJvZHkgeyBtYXJnaW46IDA7IG92ZXJmbG93OiBoaWRkZW47IH0gPC9zdHlsZT4NCiAgPGlmcmFt|5.637661973774289|22|0|256|4|1|45|0|1|1
http://www.mobile.free.moncompte.freemokx.beget.tech/freemobilemoncompte/f1fe2ff9e2329c88e132c91f2cb6859c/|4.287454535707987|9|0|99|0|1|19|0|1|1
http://ieas.org.gr/modules/mod_breadcrumbs/tmpl/campolino/chines/2ff95b81615e3c7f07ac514e17134a2b/?login=&.verify?service=mail&data:text/html;charset=utf-8;base64,PGh0bWw%20DQo8c3R5bGU%20IGJvZHkgeyBtYXJnaW46IDA7IG92ZXJmbG93OiBoaWRkZW47IH0gPC9zdHlsZT4NCiAgPGlmcmFt|5.6618548352899225|22|0|256|4|1|44|0|1|1
http://test2.jessekanclerz.com/m4il/55e8df5d8827ef9bf0ce2afaabce3c33|4.465424583706261|5|0|61|0|0|16|0|1|1
http://www.mobile.free.moncompte.servic0c.beget.tech/free.mobile.mon.compte.fr/753e8a3aa1d6c07bcf636221c158137f/|4.5191644435634615|11|0|105|0|1|22|0|1|1
http://www.vmesilver.com/ofrm/France-FreeMobile/13d80ebe5f8c2f7cbc469b58a8270a20/moncompte/index.php?clientid=13698&default=4f80cb9844917463feeab4bdd56405e8|4.946532139821111|14|0|149|1|1|44|0|1|1
http://www.vmesilver.com/ofrm/France-FreeMobile/13d80ebe5f8c2f7cbc469b58a8270a20|4.660389757623244|7|0|73|0|1|19|0|1|1
http://luzevarela.com/wp-admin/office365/office365/3760da853d3c2cf74fdd349dd1f7c319/|4.50252282182749|6|0|77|0|0|25|0|1|1
http://www.luzevarela.com/wp-admin/office365/office365/28ed710f00be2e44cee16c13e1dc8465/|4.562227324867562|7|0|81|0|0|25|0|1|1
http://test2.jessekanclerz.com/m4il/8ce663fbfdfb96b2fb51f16cfc2e2381|4.453049378752762|5|0|61|0|0|18|0|1|1
http://mobile.free.fr.moncompte.freemorg.beget.tech/frebox158418/f90cef6afc9960bad716b112f635aed3|4.478158102805025|9|0|90|0|1|23|0|1|1
http://www.mobile.free.moncompte.servic0c.beget.tech/free.mobile.mon.compte.fr/9a1262046de371b581274bab68ce507e|4.547547026625545|11|0|104|0|1|23|0|1|1
http://thelawofattraction.guru/carolina/pp-723-309-225/www/secure/informations/personnelles/Connexion/050b1005e2c463a746380e192040cc69/ID/re.html?login=8456SS1X0S1F4G5G56D4F6S9DS50S02A2G1HAaAa001J4U6|5.123152050099413|18|0|192|0|0|59|0|1|1
http://thelawofattraction.guru/carolina/pp-723-309-225/www/secure/informations/personnelles/Connexion/96878346f58c79c4485a6fe0f9c1229a/ID/re.html?login=8456SS1X0S1F4G5G56D4F6S9DS50S02A2G1HAaAa001J4U6|5.1550037972545875|18|0|192|0|0|57|0|1|1
http://www.andoburg.com/concept/dropboxnew/dropbox/9b7415b767aa3e3dbbebadf33bacd1a1/|4.311144495743056|7|0|77|0|0|14|0|0|1
http://www.mobile.free.moncompte.freemokx.beget.tech/freemobilemoncompte/c42108c5b74591b77e692cf0c255769c|4.443843483859795|9|0|98|0|1|23|0|1|1
http://www.luzevarela.com/wp-admin/office365/office365/07ff4734b038758ec1fd308d45743935/|4.578600430722924|7|0|81|0|0|30|0|1|1
http://amronail.com/webprog/validation/58438483e647e96abf1ac4d6babbcfa6|4.478373781480404|5|0|64|0|0|17|0|1|1
http://www.mobile.free.moncompte.freemokx.beget.tech/freemobilemoncompte/348ab187da6afd3a848a20a040831cef|4.485942433034007|9|0|98|0|1|19|0|1|1
http://www.nanoceram.net/httpsdocument/mail/index.php/page/abonne/715305bd6ba41dcb48ba833bfa6e3e7f/|4.604136071014071|10|0|92|0|0|17|0|0|1
http://ieas.org.gr/modules/mod_breadcrumbs/tmpl/campolino/chines/870c0442def943d2b088f5cb1017455e/?login=&.verify?service=mail&data:text/html;charset=utf-8;base64,PGh0bWw+DQo8c3R5bGU+IGJvZHkgeyBtYXJnaW46IDA7IG92ZXJmbG93OiBoaWRkZW47IH0gPC9zdHlsZT4NCiAgPGlmcmFt|5.650422085451426|22|0|252|3|1|41|0|1|1
http://mrdangola.com/.t67u83jne/697k1eznlmarycir43eqhsxf.php?rand=13InboxLightaspxn.1774256418&fid.4.1252899642&fid=1&fav.1&rand.13InboxLight.aspxn.1774256418&fid.1252899642&fid.1&fav.1&email=&.rand=13InboxLight.aspx?n=1774256418&fid=4|5.0227886744401085|15|0|228|1|0|72|0|1|1
http://www.briansenglish.com/microsoft/259f5b7573b8cda9fde7abd499e50db7/|4.570004305429871|5|0|65|0|0|17|0|1|1
https://manadajid.net/timing/b4c5d277ec95c360724bf26a2941e776736f490bc6a0577ce2065446e63d002bbdff340766e84ba2c553c623d85df2bc/|4.298940921017296|4|0|118|0|0|63|0|0|1
http://www.jumpintotheword.com/wp-includes/IXR/chase/Chasebank/Validation/login.php?cmd=login_submit|4.658407570026476|13|0|93|0|1|0|0|1|1
http://www.jumpintotheword.com/wp-includes/IXR/chase/Chasebank/Validation/step1.php?cmd=login_submit&id=f48f64de652945b7e5fe17d54ff4f79df48f64de652945b7e5fe17d54ff4f79d&session=f48f64de652945b7e5fe17d54ff4f79df48f64de652945b7e5fe17d54ff4f79d|4.771434879202757|16|0|234|1|1|77|0|1|1
http://www.finest-tissues.in.net/sd/yahoo/image.htm|3.96228836907077|9|0|44|0|0|0|0|1|1
https://www.fastizo.org/sfi/chase/chase/Logon.htm|4.015611760504575|7|0|41|0|0|0|0|1|1
http://finest-tissues.in.net/gg/yahoo/image.htm|3.846439344671015|8|0|40|0|0|0|0|1|1
http://www.onestopindust.com/blh/drop/1/e99dd8a40fdcc375ef429d8d6506f4a6/main.html|4.731221691098524|8|0|75|0|0|19|0|1|1
http://assur27.com/bankofamerica.html|4.148394345536403|4|0|30|0|0|2|0|0|1
